codigo_dane,municipio,tasa_incidencia,tasa_mortalidad
66456,MISTRATÓ,2061.8829,878.6205
97001,MITÚ,7381.1564,1011.4403
86001,MOCOA,10471.9931,3029.3717
68464,MOGOTES,3310.2627,1643.1078
68468,MOLAGAVITA,1231.095,397.0652
23464,MOMIL,4002.9604,1146.6652
15464,MONGUA,1817.1996,930.7271
15466,MONGUÍ,6392.8375,2311.2763
15469,MONIQUIRÁ,9877.4597,1777.7362
05467,MONTEBELLO,5100.3496,359.5793
13458,MONTECRISTO,676.6025,139.1972
23466,MONTELÍBANO,6663.7934,1917.7127
63470,MONTENEGRO,6978.9058,2120.5748
85162,MONTERREY,9229.8281,3317.5768
23001,MONTERÍA,12363.2826,3673.4078
19473,MORALES,1469.6457,602.412
13473,MORALES,608.9458,769.0476
18479,MORELIA,3752.7667,2349.2123
94888,MORICHAL (ANM),140.9259,0.0
70473,MORROA,4842.2599,803.3444
52473,MOSQUERA,1320.5844,464.9591
25473,MOSQUERA,11227.3846,2927.6312
15476,MOTAVITA,3667.921,2203.5476
23500,MOÑITOS,2291.249,638.961
73461,MURILLO,1521.2782,790.838
05475,MURINDÓ,3437.3603,279.2373
05480,MUTATÁ,5109.5367,2860.5921
54480,MUTISCUA,2675.7481,838.4286
15480,MUZO,6174.3794,826.4478
68432,MÁLAGA,12244.1828,2401.7488
52480,NARIÑO,7291.379,1498.7581
05483,NARIÑO,3500.9158,942.1596
25483,NARIÑO,3615.0325,829.2243
73483,NATAGAIMA,3057.177,1479.3217
05495,NECHÍ,2193.9278,1471.6344
05490,NECOCLÍ,3258.9458,2021.3498
17486,NEIRA,5206.7419,1543.9963
41001,NEIVA,17538.7199,4907.4331
25486,NEMOCÓN,8332.6657,3297.8354
25488,NILO,17436.6805,1750.5368
25489,NIMAIMA,4242.5546,651.3715
15491,NOBSA,9563.5535,1201.9357
25491,NOCAIMA,4439.4212,809.7667
17495,NORCASIA,5261.4627,2723.2587
13490,NOROSÍ,2173.414,462.0606
47460,NUEVA GRANADA,2733.5296,847.6609
15494,NUEVO COLÓN,1662.776,617.7817
85225,NUNCHÍA,2665.6193,1415.8209
27495,NUQUÍ,2753.6445,355.7817
41483,NÁTAGA,2651.6129,1838.3775
27491,NÓVITA,2103.2265,338.8681
76497,OBANDO,5961.5286,3178.2339
68498,OCAMONTE,2081.5551,365.4761
54498,OCAÑA,7070.8011,2301.1742
68500,OIBA,4820.7697,953.3664
15500,OICATÁ,3754.4076,722.7772
05501,OLAYA,4717.6716,671.9998
52490,OLAYA HERRERA,1293.3127,803.0881
68502,ONZAGA,3794.8408,906.1116
41503,OPORAPA,3086.5672,1532.9708
86320,ORITO,6676.5348,3288.576
85230,OROCUÉ,3632.723,1576.6398
73504,ORTEGA,1970.1473,896.9098
52506,OSPINA,3242.0618,1179.3578
15507,OTANCHE,2723.0858,1025.5125
70508,OVEJAS,4331.1222,1021.6105
15511,PACHAVITA,2231.7956,414.6434
25513,PACHO,6821.2704,1400.5696
97511,PACOA (ANM),4913.0669,0.0
19513,PADILLA,1073.9898,1007.1632
41518,PAICOL,3590.5598,1290.2668
20517,PAILITAS,4197.1185,1701.3215
25518,PAIME,2652.7341,138.3178
15516,PAIPA,11454.6913,2190.6401
15518,PAJARITO,3826.5865,1074.7959
41524,PALERMO,6084.7239,1227.65
41530,PALESTINA,1947.971,1267.2554
17524,PALESTINA,3490.767,2222.7969
68522,PALMAR,5691.307,1801.1654
08520,PALMAR DE VARELA,10741.0159,2715.6306
68524,PALMAS DEL SOCORRO,2745.9943,1007.8571
76520,PALMIRA,8191.9416,2920.964
70523,PALMITO,1962.9816,317.4687
73520,PALOCABILDO,2103.4863,1373.4365
54518,PAMPLONA,11873.045,3642.9862
54520,PAMPLONITA,3229.0934,1442.0695
94887,PANA PANA (ANM),911.248,0.0
25524,PANDI,2540.3682,617.7969
15522,PANQUEBA,3013.1158,890.9031
97777,PAPUNAHUA (ANM),253.6667,0.0
25530,PARATEBUENO,3042.6301,1364.3605
25535,PASCA,2248.8449,363.1078
52001,PASTO,14411.886,3425.78
19532,PATÍA,3778.712,1213.5427
15531,PAUNA,1768.734,611.1653
15533,PAYA,1566.3063,368.2927
85250,PAZ DE ARIPORO,6729.6036,2526.0268
15537,PAZ DE RÍO,6077.6782,1312.4733
47541,PEDRAZA,3113.1644,1066.0664
20550,PELAYA,1860.4496,814.4378
17541,PENSILVANIA,3629.3494,741.505
05543,PEQUE,4983.5519,1040.5414
66001,PEREIRA,14473.7599,2441.402
15542,PESCA,2856.2174,713.4493
05541,PEÑOL,7566.829,1741.574
19533,PIAMONTE,1697.9299,765.3667
68547,PIEDECUESTA,9691.7168,3082.2481
73547,PIEDRAS,3600.994,938.5323
19548,PIENDAMÓ - TUNÍA,3750.9713,1486.1323
63548,PIJAO,6449.4212,1198.4799
47545,PIJIÑO DEL CARMEN,3039.1135,899.5545
68549,PINCHOTE,3838.4103,406.3867
13549,PINILLOS,3231.0048,571.2943
08549,PIOJÓ,4103.9734,1103.0224
15550,PISBA,2197.7771,0.0
41548,PITAL,2554.0731,601.3071
41551,PITALITO,8952.2078,4394.2887
47551,PIVIJAY,5067.5517,1276.4938
73555,PLANADAS,1632.1127,1415.5301
23555,PLANETA RICA,5276.9227,1547.9185
47555,PLATO,5122.6614,1797.7411
52540,POLICARPA,4563.2415,1295.4619
08558,POLONUEVO,10392.8016,2310.5992
08560,PONEDERA,5758.8356,1672.7964
19001,POPAYÁN,14261.5928,1842.7519
85263,PORE,4511.779,2681.4111
52560,POTOSÍ,2641.7906,1296.8415
76563,PRADERA,4108.931,2143.3165
73563,PRADO,2420.354,1430.4373
88564,PROVIDENCIA,9663.8008,1259.1416
52565,"PROVIDENCIA,NARIÑO",1664.2451,337.4302
20570,PUEBLO BELLO,2280.2207,1153.7029
23570,PUEBLO NUEVO,5593.0509,912.6391
66572,PUEBLO RICO,2706.8754,427.2681
05576,PUEBLORRICO,3951.5906,511.2124
47570,PUEBLOVIEJO,2122.4683,1947.9487
68572,PUENTE NACIONAL,4047.3884,1142.2558
52573,PUERRES,5439.3403,1337.5453
91530,PUERTO ALEGRÍA (ANM),1296.728,0.0
91536,PUERTO ARICA (ANM),1888.7615,0.0
86568,PUERTO ASÍS,6797.8182,4149.0428
05579,PUERTO BERRÍO,6888.4908,2007.6135
15572,PUERTO BOYACÁ,10092.6534,3205.4477
86569,PUERTO CAICEDO,6112.7447,1355.5965
99001,PUERTO CARREÑO,14217.3606,3525.282
08573,PUERTO COLOMBIA,15671.401,4236.9083
94884,PUERTO COLOMBIA (ANM),793.9047,0.0
50450,PUERTO CONCORDIA,1757.7983,1494.413
23574,PUERTO ESCONDIDO,2043.8417,420.9995
50568,PUERTO GAITÁN,14654.9423,2119.5866
86571,PUERTO GUZMÁN,1767.1104,965.0204
86573,PUERTO LEGUÍZAMO,1557.4703,2000.4085
23580,PUERTO LIBERTADOR,2693.3583,1605.2428
50577,PUERTO LLERAS,1897.8099,1209.9291
50573,PUERTO LÓPEZ,7792.176,2899.5164
05585,PUERTO NARE,2492.3861,1261.5974
91540,PUERTO NARIÑO,2358.0147,1552.2562
68573,PUERTO PARRA,1949.6283,1073.7694
18592,PUERTO RICO,2983.1499,1162.8586
50590,PUERTO RICO,1899.6293,1210.5926
81591,PUERTO RONDÓN,4437.4298,1566.5036
25572,PUERTO SALGAR,5459.5442,1754.1349
54553,PUERTO SANTANDER,6439.7747,4141.6353
91669,PUERTO SANTANDER (ANM),586.6176,314.5833
19573,PUERTO TEJADA,4826.3824,1809.55
05591,PUERTO TRIUNFO,2345.2681,1018.7057
68575,PUERTO WILCHES,1920.8116,1505.4277
25580,PULÍ,923.6417,155.0
52585,PUPIALES,4644.0182,1325.607
19585,PURACÉ,1958.5457,563.484
73585,PURIFICACIÓN,3844.8871,1943.1362
23586,PURÍSIMA DE LA CONCEPCIÓN,2111.4921,690.6336
17513,PÁCORA,6212.7927,1162.2296
15514,PÁEZ,2063.4839,0.0
19517,PÁEZ,1056.382,550.7325
68533,PÁRAMO,5836.038,784.0873
25592,QUEBRADANEGRA,3468.3136,448.7672
25594,QUETAME,3738.7017,1705.8809
27001,QUIBDÓ,10261.0022,2278.8054
63594,QUIMBAYA,7044.4572,1768.0273
66594,QUINCHÍA,2307.9865,655.3375
25596,QUIPILE,1907.3677,518.7169
15580,QUÍPAMA,3333.7689,995.2781
54599,RAGONVALIA,6727.4998,1927.0638
15599,RAMIRIQUÍ,5307.5077,1450.2433
85279,RECETOR,2668.6094,338.1818
13580,REGIDOR,1715.9149,582.5237
05604,REMEDIOS,8136.0199,1622.5534
47605,REMOLINO,3095.9111,845.869
08606,REPELÓN,3796.927,900.2249
50606,RESTREPO,7706.9142,1693.2249
76606,RESTREPO,6620.3469,1988.6053
05607,RETIRO,10092.1279,1345.689
25612,RICAURTE,6260.036,1410.063
52612,RICAURTE,1297.0385,1106.0681
73616,RIOBLANCO,1706.19,1055.9146
76616,RIOFRÍO,3052.1209,1849.4758
44001,RIOHACHA,13695.8031,3568.0645
68615,RIONEGRO,3586.13,1442.2874
05615,RIONEGRO,23543.827,2401.9814
27615,RIOSUCIO,550.6518,308.46
17614,RIOSUCIO,3058.2129,1785.8798
17616,RISARALDA,3271.4988,931.2158
41615,RIVERA,6381.7407,1598.9775
52621,ROBERTO PAYÁN,689.09,218.6057
76622,ROLDANILLO,13989.8108,2920.8968
73622,RONCESVALLES,2517.4462,734.2164
15621,RONDÓN,707.1218,0.0
19622,ROSAS,2578.9377,349.7428
73624,ROVIRA,2346.805,1484.9623
15600,RÁQUIRA,2362.1607,568.0581
20614,RÍO DE ORO,2726.6655,922.9682
27580,RÍO IRÓ,982.6437,176.1905
27600,RÍO QUITO,1701.5895,777.4656
13600,RÍO VIEJO,2223.1028,512.1743
68655,SABANA DE TORRES,5069.6718,2064.1506
08634,SABANAGRANDE,9276.1459,2268.8309
05628,SABANALARGA,2428.8887,1094.4268
85300,SABANALARGA,3807.2484,0.0
08638,"SABANALARGA,ATLÁNTICO",12329.2113,2425.4358
47660,SABANAS DE SAN ÁNGEL,2769.7253,546.3055
05631,SABANETA,15131.0131,2036.2484
15632,SABOYÁ,2069.6468,568.324
23660,SAHAGÚN,6217.314,1688.2473
41660,SALADOBLANCO,3062.3165,1332.708
47675,SALAMINA,6804.777,1089.3878
17653,SALAMINA,3990.4842,1077.4854
54660,SALAZAR,4141.7307,829.2122
73671,SALDAÑA,3513.6828,2423.9949
63690,SALENTO,6284.0581,1050.2142
05642,SALGAR,3651.0476,630.626
15646,SAMACÁ,9907.2237,2758.3575
52678,SAMANIEGO,3086.2263,1045.3943
17662,SAMANÁ,3031.3595,930.8861
70670,SAMPUÉS,3164.6234,1210.601
41668,SAN AGUSTÍN,5084.6277,2544.255
20710,SAN ALBERTO,4880.7377,2547.6581
05647,SAN ANDRÉS DE CUERQUÍA,3901.8873,529.7523
23670,SAN ANDRÉS DE SOTAVENTO,2966.3669,977.8874
52835,SAN ANDRÉS DE TUMACO,2471.4874,1225.7305
88001,"SAN ANDRÉS, ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",16334.1806,2433.6879
68669,"SAN ANDRÉS, SANTANDER",4933.4325,1249.1776
23672,SAN ANTERO,3752.7692,952.6129
73675,SAN ANTONIO,1825.2943,721.8236
25645,SAN ANTONIO DEL TEQUENDAMA,3464.2484,792.01
68673,SAN BENITO,1910.1573,336.9841
70678,SAN BENITO ABAD,1380.5807,411.9747
52685,SAN BERNARDO,2895.1236,1033.9264
25649,SAN BERNARDO,1584.3812,664.2371
23675,SAN BERNARDO DEL VIENTO,2378.8112,637.9246
54670,SAN CALIXTO,901.705,697.9339
05649,SAN CARLOS,4032.5383,1075.3252
23678,SAN CARLOS,2697.5378,1019.0503
50680,SAN CARLOS DE GUAROA,4370.0174,1466.4212
25653,SAN CAYETANO,1477.3876,612.6038
54673,SAN CAYETANO,5304.9875,1529.9762
13620,SAN CRISTÓBAL,3962.1329,506.7746
20750,SAN DIEGO,5648.9966,1561.8433
15660,SAN EDUARDO,1119.8628,335.5556
13647,SAN ESTANISLAO,1322.8875,360.4635
94883,SAN FELIPE (ANM),1304.5855,994.4444
13650,SAN FERNANDO,677.8037,424.26
25658,SAN FRANCISCO,3495.9366,798.266
05652,SAN FRANCISCO,3407.5171,1108.7417
86755,SAN FRANCISCO,5021.5079,808.3933
68679,SAN GIL,14502.8879,3415.5834
13654,SAN JACINTO,4233.2323,591.9082
13655,SAN JACINTO DEL CAUCA,819.1992,666.9272
05656,SAN JERÓNIMO,4782.1765,1307.0457
68682,SAN JOAQUÍN,4084.7259,763.3333
17665,SAN JOSÉ,3385.389,968.6358
05658,SAN JOSÉ DE LA MONTAÑA,5220.6805,591.2381
68684,SAN JOSÉ DE MIRANDA,3862.0352,1345.2164
15664,SAN JOSÉ DE PARE,3750.963,564.7173
70823,SAN JOSÉ DE TOLUVIEJO,2891.6687,1006.847
23682,SAN JOSÉ DE URÉ,2622.98,953.5667
18610,SAN JOSÉ DEL FRAGUA,2744.5514,1905.0666
95001,SAN JOSÉ DEL GUAVIARE,9207.3907,2183.2653
27660,SAN JOSÉ DEL PALMAR,2546.3054,632.6984
50683,SAN JUAN DE ARAMA,2207.5952,855.8568
70702,SAN JUAN DE BETULIA,3298.6431,1046.1447
25662,SAN JUAN DE RIOSECO,3017.9445,1061.2098
05659,SAN JUAN DE URABÁ,2739.4734,741.367
44650,SAN JUAN DEL CESAR,11436.6025,3496.8941
13657,SAN JUAN NEPOMUCENO,5501.2318,580.6906
50686,SAN JUANITO,8162.4066,940.7895
52687,SAN LORENZO,4063.5266,861.8014
73678,SAN LUIS,3367.6123,1301.7917
05660,SAN LUIS,7362.3601,1434.6404
15667,SAN LUIS DE GACENO,2080.7172,536.0273
85325,SAN LUIS DE PALENQUE,4830.0505,1677.5919
70742,SAN LUIS DE SINCÉ,5044.228,1158.0212
70708,SAN MARCOS,3648.3704,1693.289
50689,SAN MARTÍN,6070.6781,2137.3304
13667,SAN MARTÍN DE LOBA,1710.2109,860.5084
20770,"SAN MARTÍN,CESAR",5932.0135,2670.6183
15673,SAN MATEO,3863.92,276.8398
86757,SAN MIGUEL,3288.6503,2055.2134
68686,SAN MIGUEL,3331.1014,389.1304
15676,SAN MIGUEL DE SEMA,4874.201,576.8252
70713,SAN ONOFRE,2232.5882,589.9508
13670,SAN PABLO,1838.2527,1461.3437
52693,SAN PABLO,4926.8146,923.5063
15681,SAN PABLO DE BORBUR,4004.274,421.9346
76670,SAN PEDRO,5824.545,1284.089
70717,SAN PEDRO,4857.0064,1420.8798
52694,SAN PEDRO DE CARTAGO,4084.4927,400.091
05664,SAN PEDRO DE LOS MILAGROS,6863.1968,1805.6786
05665,SAN PEDRO DE URABÁ,2493.4625,1864.9806
23686,SAN PELAYO,4269.1106,1049.6922
05667,SAN RAFAEL,5148.4895,1068.0079
05670,SAN ROQUE,4810.404,1066.0128
19693,SAN SEBASTIÁN,955.1366,118.3412
47692,SAN SEBASTIÁN DE BUENAVISTA,3108.3345,1359.4679
73443,SAN SEBASTIÁN DE MARIQUITA,5425.4978,2557.5475
68689,SAN VICENTE DE CHUCURÍ,4090.8354,1763.7856
18753,SAN VICENTE DEL CAGUÁN,4251.0862,2423.8998
05674,SAN VICENTE FERRER,3777.756,542.565
47703,SAN ZENÓN,1364.2569,594.3437
52683,SANDONÁ,5857.4773,1567.4565
47707,SANTA ANA,6902.7816,1504.2747
52696,SANTA BÁRBARA,826.2797,56.7222
05679,SANTA BÁRBARA,3573.3934,1039.2496
68705,SANTA BÁRBARA,1211.0772,330.4348
47720,SANTA BÁRBARA DE PINTO,1656.6929,473.8954
13673,SANTA CATALINA,1642.3813,250.767
13468,SANTA CRUZ DE MOMPOX,5245.9968,1027.1752
05042,SANTA FÉ DE ANTIOQUIA,9395.8353,2635.4136
68720,SANTA HELENA DEL OPÓN,4047.6251,1174.045
73686,SANTA ISABEL,810.1805,93.2099
08675,SANTA LUCÍA,3606.2748,721.6565
47001,SANTA MARTA,15749.7,4399.0521
41676,SANTA MARÍA,2418.5247,795.6624
15690,SANTA MARÍA,5205.7373,276.0961
13683,SANTA ROSA,2353.5106,1000.2458
19701,SANTA ROSA,2862.1295,758.2549
66682,SANTA ROSA DE CABAL,8027.2427,1671.9257
05686,SANTA ROSA DE OSOS,7746.3565,1683.1626
15693,SANTA ROSA DE VITERBO,5555.7822,744.4943
13688,SANTA ROSA DEL SUR,5634.5208,2136.1035
99624,SANTA ROSALÍA,3518.5226,890.7692
15696,SANTA SOFÍA,1835.5719,492.3538
52699,SANTACRUZ,2049.9842,300.4086
15686,SANTANA,4435.7366,1361.0493
19698,SANTANDER DE QUILICHAO,5270.7064,1635.0309
86760,SANTIAGO,4231.3706,1861.8838
54680,SANTIAGO,3353.6332,399.2368
70820,SANTIAGO DE TOLÚ,4492.1762,1407.6177
05690,SANTO DOMINGO,2528.1815,287.2338
08685,SANTO TOMÁS,12974.4913,3168.3387
66687,SANTUARIO,5046.1303,1058.5992
52720,SAPUYES,2673.4648,910.6176
81736,SARAVENA,6272.3715,2796.0272
54720,SARDINATA,3768.6956,2037.2461
25718,SASAIMA,6506.5011,1229.1195
15720,SATIVANORTE,5409.7585,322.1405
15723,SATIVASUR,1740.2038,0.0
05736,SEGOVIA,10471.582,2949.3325
25736,SESQUILÉ,8592.6536,2091.746
76736,SEVILLA,9799.7064,1664.8229
15740,SIACHOQUE,2277.6391,1456.3878
25740,SIBATÉ,7666.0871,2383.4567
86749,SIBUNDOY,7793.4761,1468.67
54743,SILOS,2302.8194,952.7682
25743,SILVANIA,5995.1154,1266.4198
19743,SILVIA,2980.6926,1264.3367
68745,SIMACOTA,2698.3315,1669.15
25745,SIMIJACA,5139.4736,1477.2775
13744,SIMITÍ,3489.7496,1662.2391
70001,SINCELEJO,14437.2342,3356.2842
27745,SIPÍ,1286.077,444.1176
47745,SITIONUEVO,1435.468,877.9991
25754,SOACHA,8194.3801,2954.1519
15753,SOATÁ,15646.814,818.9722
15757,SOCHA,5824.2255,1619.6473
68755,SOCORRO,9795.6008,3227.6815
15755,SOCOTÁ,2979.4285,723.2248
15759,SOGAMOSO,16400.7804,3408.2862
18756,SOLANO,2720.65,2204.6226
08758,SOLEDAD,10241.5116,4208.7432
18785,SOLITA,2277.647,1397.7563
15761,SOMONDOCO,3597.1806,407.5619
05756,SONSÓN,2774.2197,1020.8258
05761,SOPETRÁN,7449.814,1735.4311
13760,SOPLAVIENTO,1601.6099,412.0071
25758,SOPÓ,12284.2547,2369.175
15762,SORA,1575.5543,1073.4027
15764,SORACÁ,2756.2848,1677.743
15763,SOTAQUIRÁ,2228.3653,807.452
19760,SOTARÁ PAISPAMBA,1774.6216,482.3559
68770,SUAITA,3354.1672,761.9667
08770,SUAN,6189.5083,2843.473
41770,SUAZA,2106.4971,1650.335
25769,SUBACHOQUE,7497.0967,1143.4247
19785,SUCRE,3283.9325,489.6215
68773,SUCRE,1352.4908,388.7123
70771,SUCRE,1487.9955,486.1061
25772,SUESCA,10427.0773,1830.8886
25777,SUPATÁ,1625.0258,804.2899
17777,SUPÍA,4686.9532,1709.7863
68780,SURATÁ,2855.6449,469.7205
25779,SUSA,3099.7428,1430.3697
15774,SUSACÓN,3819.5737,340.0949
15776,SUTAMARCHÁN,3788.3804,874.8195
25781,SUTATAUSA,5576.9464,1584.1539
15778,SUTATENZA,2531.3246,702.7402
73770,SUÁREZ,3558.4348,1408.6172
19780,SUÁREZ,638.8191,413.9842
85315,SÁCAMA,6229.3438,610.2273
15638,SÁCHICA,3263.7633,937.1515
25785,TABIO,9567.8056,1560.3
27787,TADÓ,3471.5946,1221.4222
13780,TALAIGUA NUEVO,2676.6043,506.2762
20787,TAMALAMEQUE,1182.2627,624.1076
81794,TAME,6186.4483,2475.9312
52786,TAMINANGO,2379.2099,1086.5193
52788,TANGUA,5757.83,833.1027
97666,TARAIRA,5770.1136,920.8333
91798,TARAPACÁ (ANM),2662.1384,392.2078
05790,TARAZÁ,4737.6524,1545.9501
41791,TARQUI,4789.0824,1536.0561
05792,TARSO,5054.1166,1257.6059
15790,TASCO,3858.4848,1271.611
85410,TAURAMENA,10066.8268,2541.4496
25793,TAUSA,4836.9534,1644.5745
41799,TELLO,3267.3025,2080.9085
25797,TENA,3367.8596,1151.7743
47798,TENERIFE,3756.5948,1844.7079
25799,TENJO,7838.3794,1954.2155
15798,TENZA,3705.1989,395.4189
54800,TEORAMA,1278.5544,699.5213
41801,TERUEL,6160.2795,2005.956
41797,TESALIA,4902.5773,1396.4668
25805,TIBACUY,2655.9754,611.8868
15804,TIBANÁ,3174.2436,125.8937
15806,TIBASOSA,4831.907,723.6013
25807,TIBIRITA,2744.7676,434.774
54810,TIBÚ,4348.5275,2687.4729
23807,TIERRALTA,2612.0989,1611.466
41807,TIMANÁ,3714.3291,1891.829
19809,TIMBIQUÍ,340.4968,154.2288
19807,TIMBÍO,5230.2465,1124.2466
15808,TINJACÁ,2797.6401,151.0
15810,TIPACOQUE,6209.4781,1231.3777
13810,TIQUISIO,1765.987,337.3984
05809,TITIRIBÍ,2980.5256,679.2864
15814,TOCA,5302.7553,714.8037
25815,TOCAIMA,4041.8735,1531.9543
25817,TOCANCIPÁ,13811.8658,2958.6335
15816,TOGÜÍ,3032.1372,493.3114
05819,TOLEDO,5123.0253,1473.1369
54820,TOLEDO,4347.77,916.0904
68820,TONA,1197.5856,493.3228
25823,TOPAIPÍ,3927.1642,597.6679
19821,TORIBÍO,824.0541,326.3207
76823,TORO,4268.1608,1350.0457
15822,TOTA,2544.582,502.9856
19824,TOTORÓ,1539.503,863.6531
85430,TRINIDAD,4473.7308,2064.5456
76828,TRUJILLO,6603.3117,1366.6546
08832,TUBARÁ,7212.6557,2922.7779
23815,TUCHÍN,2904.0665,820.0967
76834,TULUÁ,9177.9494,3062.371
15001,TUNJA,20130.9015,2880.8497
15832,TUNUNGUÁ,2480.1376,235.9375
13836,TURBACO,4328.4575,741.48
13838,TURBANÁ,2576.5235,424.6231
05837,TURBO,4055.5005,2523.936
15835,TURMEQUÉ,3038.8545,376.334
15837,TUTA,5338.5622,975.3918
15839,TUTAZÁ,2126.3557,400.0
85400,TÁMARA,3736.6554,760.1965
05789,TÁMESIS,3772.644,1215.4516
15820,TÓPAGA,4740.0943,1776.24
52838,TÚQUERRES,3885.0962,1395.1205
25839,UBALÁ,4795.5449,844.1299
25841,UBAQUE,4751.9945,878.5724
76845,ULLOA,4960.3615,1098.8511
25845,UNE,4226.01,1643.7749
27800,UNGUÍA,1121.1385,1290.8297
27810,UNIÓN PANAMERICANA,3512.7008,1072.9789
05842,URAMITA,3699.8996,973.0518
50370,URIBE,1631.8984,587.7596
44847,URIBIA,1408.6308,745.193
05847,URRAO,4030.2964,1147.7401
44855,URUMITA,7340.9063,1653.4607
08849,USIACURÍ,7902.7089,1880.6292
05854,VALDIVIA,2853.899,1048.9669
23855,VALENCIA,2336.236,1201.0204
68855,VALLE DE SAN JOSÉ,4941.9015,1426.4028
73854,VALLE DE SAN JUAN,1828.4585,677.855
86865,VALLE DEL GUAMUEZ,5156.2632,2997.9766
20001,VALLEDUPAR,14843.387,3483.4865
05856,VALPARAÍSO,3374.1137,258.9191
18860,VALPARAÍSO,2614.0075,701.5122
05858,VEGACHÍ,5364.9724,2419.7375
73861,VENADILLO,3991.7752,1876.8882
05861,VENECIA,5518.9878,1126.3295
25506,VENECIA,3530.7859,430.6253
15861,VENTAQUEMADA,2467.3664,1067.5025
25862,VERGARA,2652.7108,338.9758
76863,VERSALLES,7677.4035,592.6441
68867,VETAS,4677.8898,742.823
25867,VIANÍ,1305.26,553.4676
17867,VICTORIA,2459.5126,795.7484
05873,VIGÍA DEL FUERTE,2943.0922,614.1633
76869,VIJES,5963.8151,1726.5076
54871,VILLA CARO,2497.9423,811.1797
15407,VILLA DE LEYVA,10445.5145,2605.1371
25843,VILLA DE SAN DIEGO DE UBATÉ,12490.0733,2488.1226
54874,VILLA DEL ROSARIO,7949.9303,4177.6354
19845,VILLA RICA,2097.7761,1362.0861
86885,VILLAGARZÓN,10921.2101,2257.5539
25871,VILLAGÓMEZ,1715.2874,0.0
73870,VILLAHERMOSA,1423.92,701.3127
17873,VILLAMARÍA,10567.7977,1560.5336
13873,"VILLANUEVA,BOLIVAR",2196.4326,647.4068
85440,"VILLANUEVA,CASANARE",7991.9922,2324.5288
44874,"VILLANUEVA,LA GUAJIRA",7283.0892,1847.1043
68872,"VILLANUEVA,SANTANDER",3786.2,1049.2782
25873,VILLAPINZÓN,5134.97,1993.2852
73873,VILLARRICA,1080.4776,796.3963
50001,VILLAVICENCIO,13430.7149,3150.8871
41872,VILLAVIEJA,4355.1674,1595.3697
25875,VILLETA,13741.9861,1523.4717
25878,VIOTÁ,3517.1427,961.6868
15879,VIRACACHÁ,2148.4031,391.6837
50711,VISTAHERMOSA,2864.6852,1190.62
17877,VITERBO,7447.2341,2246.2925
68861,VÉLEZ,5550.8987,1313.8938
25885,YACOPÍ,1548.4806,158.1968
52885,YACUANQUER,4510.4212,1155.1269
41885,YAGUARÁ,6528.3822,1738.0142
05885,YALÍ,2128.4205,455.8058
05887,YARUMAL,7343.2619,2074.3984
97889,YAVARATÉ (ANM),8825.2594,0.0
05890,YOLOMBÓ,5034.0605,1052.118
05893,YONDÓ,4007.6371,1201.5474
85001,YOPAL,14396.1105,4260.3342
76890,YOTOCO,5489.9871,1801.0894
76892,YUMBO,8895.6682,2645.5414
13894,ZAMBRANO,3623.3454,891.2307
68895,ZAPATOCA,5116.4545,1410.7928
47960,ZAPAYÁN,2716.9836,914.8521
05895,ZARAGOZA,4029.148,1969.0927
76895,ZARZAL,7679.1137,2505.889
15897,ZETAQUIRA,1969.3997,1549.0417
25898,ZIPACÓN,5144.3163,578.6871
25899,ZIPAQUIRÁ,17171.7914,3584.9355
47980,ZONA BANANERA,2303.2156,1252.8849
54003,ÁBREGO,2495.3706,1650.9192
41357,ÍQUIRA,2123.8366,557.0524
15842,ÚMBITA,2634.9083,663.6287
25851,ÚTICA,3537.6257,1297.2802
